fuel_consumption,accelerator_pedal_value,throttle_position_signal,intake_air_pressure,absolute_throttle_position,engine_in_fuel_cut_off,engine_speed,engine_torque_after_correction,torque_of_friction,flywheel_torque_after_torque_interventions,engine_torque,calculated_load_value,flywheel_torque,current_gear,wheel_velocity_front_left_hand,wheel_velocity_rear_right_hand,wheel_velocity_front_right_hand,wheel_velocity_rear_left_hand,clutch_operation_acknowledge,gear_selection,vehicle_speed,acceleration_speed_longitudinal,indication_of_brake_switch_on_off,master_cylinder_pressure,calculated_road_gradient,acceleration_speed_lateral,steering_wheel_speed,steering_wheel_angle,time_s,driver_id,pathorder
550.4,0.0,7.5,12,15.3,0,1595,17.2,11.7,-13.3,17.2,28.6,-14.1,5,48.9,48.0,48.0,48.6,0,5,46,-0.2,1,1.0,-1.0,0.2,0,0.0,2039,D,1
179.2,0.0,6.1,0,14.1,1,1515,2.7,12.1,-28.6,2.7,16.9,-28.6,5,48.1,46.9,47.2,47.9,0,5,46,-0.6,2,2.8,-0.5,0.0,0,0.0,2040,D,1
0.0,0.0,6.6,0,14.5,1,1465,0.0,11.7,-28.5,0.0,20.8,-28.5,5,45.1,44.0,44.2,44.9,0,5,43,-1.4,2,12.0,0.0,0.0,0,0.0,2041,D,1
64.0,0.0,5.2,0,13.7,0,1216,0.0,11.7,-9.0,0.0,18.0,-9.2,5,39.5,38.3,38.5,39.1,1,5,37,-1.9,2,17.7,0.0,0.1,0,4.4,2042,D,1
307.2,0.0,6.1,0,14.1,0,949,12.1,12.1,-5.6,12.1,26.3,-5.6,5,32.9,31.8,32.0,32.6,1,5,31,-2.2,2,21.3,0.0,0.4,4,9.1,2043,D,1
294.4,0.0,5.7,0,13.7,0,963,11.3,12.9,-3.5,11.3,24.7,-3.2,4,26.4,25.6,25.7,26.1,1,5,25,-1.7,2,13.7,0.0,0.4,4,15.2,2044,D,1
294.4,0.0,6.1,0,13.7,0,916,11.3,12.9,4.6,11.3,26.7,4.6,3,21.3,20.4,20.4,21.1,1,5,20,-1.6,2,13.0,0.0,0.3,0,9.6,2045,D,1
371.2,0.0,7.1,0,14.5,0,1005,15.6,12.5,10.6,15.6,30.6,11.3,3,16.0,15.1,15.2,15.9,1,5,15,-1.7,2,15.3,0.0,0.2,8,22.1,2046,D,1
435.2,0.0,7.1,0,14.9,0,885,19.1,12.5,16.7,19.1,39.6,16.9,3,10.8,9.9,10.0,10.6,1,5,10,-1.7,2,15.8,0.0,0.2,4,22.8,2047,D,1
422.4,0.0,7.1,0,14.9,0,837,19.1,12.5,13.5,19.1,42.4,13.6,1,5.4,4.5,4.5,5.3,1,5,5,-1.6,2,14.0,4.0,0.0,8,10.3,2048,D,1
396.8,0.0,7.1,0,14.5,0,795,18.8,12.5,13.3,18.8,42.4,13.2,1,2.6,2.0,2.0,2.5,1,5,3,-0.2,2,4.2,0.0,0.1,40,51.5,2049,D,1
345.6,0.0,6.6,0,14.5,0,770,18.4,12.5,12.7,18.4,42.0,13.1,1,2.9,2.1,2.1,2.9,1,5,3,0.1,2,1.3,0.0,0.0,72,-39.5,2050,D,1
345.6,0.0,6.6,0,14.5,0,764,18.0,12.5,12.0,18.0,40.8,12.1,1,3.8,2.1,2.1,3.8,1,5,3,0.0,2,2.5,0.0,0.0,80,-2.7,2051,D,1
320.0,0.0,6.6,0,14.5,0,767,18.0,12.5,12.5,18.0,40.8,12.6,1,3.4,2.1,2.1,3.4,1,5,3,-0.4,2,6.0,0.0,0.0,0,-2.4,2052,D,1
358.4,0.0,6.6,0,14.1,0,764,18.0,12.5,9.7,18.0,41.6,9.8,1,1.8,0.9,0.8,1.8,1,5,0,-0.7,2,8.8,0.0,0.0,0,-2.5,2053,D,1
294.4,0.0,6.1,0,14.1,0,697,17.6,12.5,11.4,17.6,40.4,11.7,1,0.4,0.0,0.0,0.4,1,5,0,-0.3,2,8.8,0.0,0.0,0,8.3,2054,D,1
294.4,0.0,6.1,0,14.1,0,673,17.6,12.5,8.7,17.6,40.8,9.1,1,0.0,0.0,0.0,0.1,1,5,0,-0.1,2,8.7,0.0,0.0,28,9.5,2055,D,1
281.6,0.0,6.1,0,14.1,0,670,17.2,12.5,11.5,17.2,40.8,11.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,8.6,0.0,0.0,0,6.3,2056,D,1
268.8,0.0,6.1,0,14.1,0,671,17.2,12.5,10.6,17.2,40.0,10.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,9.7,0.0,0.0,0,4.4,2057,D,1
294.4,0.0,6.1,0,14.1,0,670,17.2,12.5,10.5,17.2,40.4,10.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.6,0.0,0.0,0,4.3,2058,D,1
268.8,0.0,6.1,0,14.1,0,671,17.2,12.5,9.7,17.2,40.4,9.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.6,0.0,0.0,0,3.0,2059,D,1
268.8,0.0,6.1,0,14.1,0,677,16.4,12.5,8.8,16.8,39.2,8.7,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.6,0.0,0.0,0,3.1,2060,D,1
256.0,0.0,6.1,0,14.1,0,671,16.8,12.5,10.5,16.8,39.2,10.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.6,0.0,0.0,0,3.1,2061,D,1
243.2,0.0,5.7,0,13.7,0,668,16.8,12.5,10.8,16.8,39.2,10.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.7,0.0,0.0,0,3.0,2062,D,1
256.0,0.0,6.1,0,14.1,0,658,17.6,12.5,12.2,17.6,40.8,12.1,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,4,-0.5,2063,D,1
268.8,0.0,6.1,0,14.1,0,657,18.4,12.5,13.4,18.4,41.6,13.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.7,2064,D,1
268.8,0.0,6.1,0,14.1,0,660,18.4,12.5,14.5,18.4,42.0,14.5,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.5,2065,D,1
268.8,0.0,6.1,0,14.1,0,664,18.4,12.5,13.8,18.4,42.4,13.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.9,2066,D,1
294.4,0.0,6.1,0,14.1,0,665,18.4,12.5,13.9,18.4,42.7,14.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.6,2067,D,1
294.4,0.0,6.1,0,14.1,0,667,18.4,12.5,13.0,18.4,42.7,13.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.7,2068,D,1
281.6,0.0,6.1,0,14.1,0,665,18.4,11.7,13.6,18.4,42.7,13.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.6,2069,D,1
294.4,0.0,6.1,0,14.1,0,665,18.4,11.7,13.7,18.4,42.7,13.7,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.6,2070,D,1
294.4,0.0,6.1,0,14.1,0,667,18.4,12.1,14.1,18.4,42.4,14.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,10.9,0.0,0.0,0,-0.3,2071,D,1
307.2,0.0,6.1,0,14.1,0,669,18.4,12.1,14.8,18.4,42.7,14.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.5,2072,D,1
294.4,0.0,6.1,0,14.1,0,671,18.4,12.5,15.0,18.4,42.4,14.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.6,2073,D,1
294.4,0.0,6.1,0,14.1,0,668,18.4,12.5,14.6,18.4,42.4,15.1,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.6,2074,D,1
307.2,0.0,6.1,0,14.1,0,674,18.0,12.5,14.1,18.0,42.0,14.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.8,2075,D,1
294.4,0.0,6.1,0,14.1,0,673,18.0,12.5,13.1,18.0,42.0,13.2,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.5,2076,D,1
307.2,0.0,6.1,0,14.1,0,670,18.0,12.5,13.4,18.4,42.0,13.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.1,0.0,0.0,0,-0.7,2077,D,1
294.4,0.0,6.1,0,14.1,0,669,18.4,12.1,14.0,18.4,42.0,14.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.5,2078,D,1
294.4,0.0,6.1,0,14.1,0,668,18.0,11.7,13.9,18.4,42.0,14.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.0,0.0,0.0,0,-0.7,2079,D,1
294.4,0.0,6.1,0,14.1,0,668,18.0,12.1,13.6,18.4,42.0,13.7,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.1,0.0,0.0,0,-0.5,2080,D,1
294.4,0.0,6.1,0,14.1,0,671,18.4,12.5,12.8,18.4,42.0,13.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.1,0.0,0.0,0,-0.5,2081,D,1
281.6,0.0,6.1,0,14.1,0,673,18.0,12.5,13.5,18.0,42.0,13.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.1,0.0,0.0,0,-0.7,2082,D,1
294.4,0.0,6.1,0,14.1,0,672,18.0,12.5,12.3,18.0,41.6,12.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.5,2083,D,1
281.6,0.0,6.1,0,14.1,0,668,18.0,12.5,12.1,18.0,42.0,12.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.5,2084,D,1
294.4,0.0,6.1,0,14.1,0,670,18.0,12.5,13.5,18.0,41.6,13.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.5,2085,D,1
307.2,0.0,6.1,0,14.1,0,671,18.0,12.5,13.4,18.0,41.6,13.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.5,2086,D,1
294.4,0.0,6.1,0,14.1,0,672,18.0,12.5,12.3,18.0,41.6,12.5,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.5,2087,D,1
294.4,0.0,6.1,0,14.1,0,670,18.0,12.5,12.0,18.0,41.2,12.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.3,2088,D,1
294.4,0.0,6.1,0,14.1,0,669,18.0,12.5,12.1,18.0,41.6,12.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.2,0.0,0.0,0,-0.6,2089,D,1
281.6,0.0,6.1,0,14.1,0,671,17.6,12.5,12.7,18.0,41.2,12.7,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.3,0.0,0.0,0,-0.6,2090,D,1
294.4,0.0,6.1,0,14.1,0,673,17.6,12.5,9.7,17.6,40.8,10.0,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.4,0.0,0.0,0,-0.6,2091,D,1
281.6,0.0,6.1,0,14.1,0,671,17.6,12.5,11.8,17.6,40.8,12.2,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.6,0.0,0.0,0,-0.5,2092,D,1
281.6,0.0,6.1,0,14.1,0,670,17.6,12.5,12.2,17.6,40.8,12.5,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.7,0.0,0.0,0,-0.5,2093,D,1
294.4,0.0,6.1,0,14.1,0,672,17.2,12.5,10.9,17.6,40.8,11.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.7,2094,D,1
281.6,0.0,6.1,0,14.1,0,672,17.2,12.5,12.0,17.2,40.8,12.1,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.6,2095,D,1
281.6,0.0,6.1,0,14.1,0,671,17.2,12.5,12.0,17.2,40.4,12.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.6,2096,D,1
268.8,0.0,6.1,0,14.1,0,670,17.2,12.5,10.9,17.2,40.0,10.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.6,2097,D,1
268.8,0.0,6.1,0,14.1,0,671,17.2,12.5,11.1,17.2,40.0,11.0,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.6,2098,D,1
281.6,0.0,6.1,0,14.1,0,667,17.2,12.5,10.9,17.2,40.4,11.2,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.4,2099,D,1
268.8,0.0,6.1,0,14.1,0,664,17.6,12.5,11.5,17.6,40.8,11.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.7,2100,D,1
281.6,0.0,6.1,0,14.1,0,663,17.6,12.5,12.4,17.6,40.8,12.7,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.6,2101,D,1
281.6,0.0,6.1,0,14.1,0,663,17.6,12.5,12.3,18.0,41.2,12.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.4,2102,D,1
281.6,0.0,6.1,0,14.1,0,667,17.6,12.5,13.0,18.0,41.2,13.2,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.6,2103,D,1
294.4,0.0,6.1,0,14.1,0,665,18.0,12.5,13.2,18.0,41.6,13.5,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,11.8,0.0,0.0,0,-0.5,2104,D,1
294.4,0.0,6.1,0,14.1,0,667,18.0,12.5,12.9,18.0,41.6,12.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,13.0,0.0,0.0,0,-0.6,2105,D,1
294.4,0.0,6.1,0,14.1,0,666,18.4,12.5,12.9,18.4,42.0,13.1,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.1,0.0,0.0,0,-0.6,2106,D,1
281.6,0.0,6.1,0,14.1,0,669,18.0,12.5,12.7,18.0,41.6,12.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.6,2107,D,1
294.4,0.0,6.1,0,14.1,0,667,18.0,12.5,13.8,18.4,42.0,14.2,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.8,2108,D,1
294.4,0.0,6.1,0,14.1,0,669,18.0,12.5,13.4,18.0,42.0,13.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.6,2109,D,1
294.4,0.0,6.1,0,14.1,0,667,18.0,12.5,13.5,18.4,42.0,14.0,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.9,2110,D,1
294.4,0.0,6.1,0,14.1,0,669,18.0,12.5,14.1,18.0,42.0,14.5,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.5,2111,D,1
307.2,0.0,6.1,0,14.1,0,668,18.0,12.5,13.3,18.4,42.4,13.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.9,2112,D,1
281.6,0.0,6.1,0,14.1,0,670,18.0,12.5,13.8,18.0,42.0,14.3,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.6,2113,D,1
294.4,0.0,6.1,0,14.1,0,670,18.0,12.5,13.1,18.0,42.0,13.5,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.6,2114,D,1
307.2,0.0,6.1,0,14.1,0,669,18.0,12.5,12.6,18.0,42.0,12.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.5,2115,D,1
281.6,0.0,6.1,0,14.1,0,668,18.0,12.5,13.7,18.0,41.6,13.7,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.6,2116,D,1
294.4,0.0,6.1,0,14.1,0,668,18.4,12.5,13.0,18.4,42.4,13.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,14.9,0.0,0.0,0,-0.5,2117,D,1
307.2,0.0,6.1,0,14.1,0,670,18.0,12.5,13.2,18.0,42.0,13.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.0,0.0,0.0,0,-0.6,2118,D,1
294.4,0.0,6.1,0,14.1,0,671,18.0,12.5,12.8,18.0,42.0,12.9,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.1,0.0,0.0,0,-0.5,2119,D,1
281.6,0.0,6.1,0,14.1,0,668,18.0,12.5,13.1,18.4,42.0,13.1,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.1,0.0,0.0,0,-0.7,2120,D,1
281.6,0.0,6.1,0,14.1,0,668,18.0,12.5,12.2,18.0,42.0,12.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.2,0.0,0.0,0,-0.9,2121,D,1
294.4,0.0,6.1,0,14.1,0,669,18.0,12.5,12.4,18.0,42.0,12.2,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.2,0.0,0.0,0,-0.5,2122,D,1
294.4,0.0,6.1,0,14.1,0,668,18.0,12.5,12.0,18.0,42.0,12.4,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.2,0.0,0.0,0,-0.7,2123,D,1
294.4,0.0,6.1,0,14.1,0,670,18.0,12.5,12.8,18.0,42.0,12.6,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.2,0.0,0.0,0,-0.5,2124,D,1
294.4,0.0,6.1,0,14.1,0,670,18.0,12.5,12.7,18.0,42.0,13.0,1,0.0,0.0,0.0,0.0,1,5,0,-0.1,2,15.2,0.0,0.0,0,-0.6,2125,D,1
281.6,0.0,6.1,0,14.1,0,672,18.0,12.5,12.4,18.0,41.6,12.8,1,0.0,0.0,0.0,0.0,1,5,0,0.0,1,11.2,0.0,0.0,0,-0.9,2126,D,1
320.0,0.0,7.1,0,14.1,0,716,18.8,12.1,32.2,18.8,42.0,27.6,1,0.8,0.0,0.0,0.5,1,5,0,0.3,1,0.9,0.0,0.0,0,-1.9,2127,D,1
576.0,0.0,8.9,10,16.1,0,1132,28.9,11.7,34.9,28.5,47.1,34.9,1,3.5,2.7,2.7,3.5,1,5,3,1.0,1,1.0,0.0,0.0,12,-15.9,2128,D,1
537.6,0.0,8.5,10,15.7,0,1233,25.4,10.9,22.5,25.4,39.2,21.9,1,7.0,6.0,6.0,6.9,1,5,6,0.6,1,1.0,0.0,0.0,0,-19.4,2129,D,1
371.2,0.0,5.7,0,14.1,0,1186,13.7,11.3,-1.8,13.3,25.9,-1.9,1,8.5,8.0,8.0,8.5,1,5,7,0.0,1,1.0,0.0,0.0,8,-7.5,2130,D,1
243.2,0.0,5.7,0,13.7,0,882,12.9,12.1,1.3,12.9,26.3,1.3,1,8.4,8.0,8.0,8.3,1,5,7,-0.2,2,1.7,0.0,-0.1,0,-6.3,2131,D,1
281.6,0.0,6.1,0,14.1,0,851,13.7,12.5,19.2,14.1,30.2,19.2,1,7.8,6.1,6.3,7.8,1,5,7,-0.2,1,1.1,0.0,-0.1,0,-7.7,2132,D,1
1369.6,0.0,33.8,92,29.0,0,1655,43.0,10.5,93.0,43.4,66.3,91.5,1,9.4,8.1,8.4,9.1,1,5,9,1.4,1,1.0,-7.5,-0.1,0,-2.1,2133,D,1
1113.6,0.0,9.4,0,21.6,0,2048,22.7,12.1,15.0,22.3,37.3,15.0,1,14.9,13.8,13.9,14.8,1,5,13,0.7,1,1.0,0.0,-0.1,0,-3.5,2134,D,1
1203.2,0.0,16.0,47,20.8,0,1760,38.7,10.5,77.5,38.3,52.5,77.5,2,16.9,15.7,16.0,16.8,0,5,16,0.8,1,1.0,0.0,0.0,0,0.0,2135,D,1
1625.6,0.0,17.4,52,22.7,0,2067,44.5,10.2,81.0,44.5,61.2,81.0,2,21.0,19.9,20.1,20.8,0,5,20,1.2,1,1.0,0.0,0.0,8,13.4,2136,D,1
1843.2,0.0,18.3,58,23.1,0,2300,45.3,10.5,78.5,45.3,61.6,78.5,2,25.3,24.3,24.4,24.9,0,5,24,1.1,1,1.1,0.5,0.3,4,21.0,2137,D,1
2227.2,0.0,20.2,61,24.3,0,2648,46.1,10.9,65.2,46.1,62.0,80.2,2,29.5,28.6,28.9,29.1,0,5,28,1.0,1,1.1,1.0,0.5,0,22.8,2138,D,1
1971.2,0.0,20.2,60,24.7,0,2161,45.3,10.2,88.3,48.0,67.8,88.3,3,33.1,32.4,32.6,32.9,0,5,32,0.9,1,1.1,2.0,0.7,0,22.4,2139,D,1
1702.4,0.0,16.9,45,22.7,0,2179,43.8,10.5,58.1,43.8,60.8,64.1,3,36.1,35.3,35.5,35.9,0,5,34,0.6,1,1.1,1.0,0.6,4,15.2,2140,D,1
1331.2,0.0,15.0,40,20.8,0,1906,39.1,10.9,68.4,39.8,54.9,68.5,4,38.1,37.2,37.5,37.8,0,5,36,0.4,1,1.1,1.0,0.6,0,14.8,2141,D,1
1459.2,0.0,16.9,56,22.4,0,1844,44.5,10.5,79.9,44.5,63.9,80.4,4,40.0,39.0,39.2,39.6,0,5,38,0.5,1,1.1,0.5,0.5,4,3.3,2142,D,1
1792.0,0.0,27.3,74,26.3,0,1931,50.0,10.2,110.0,50.0,74.5,110.0,4,42.0,40.8,41.2,41.6,0,5,40,0.7,1,1.1,1.0,0.5,8,14.5,2143,D,1
2406.4,0.0,93.0,84,73.7,0,2048,57.4,10.2,105.9,57.4,91.0,105.9,4,44.6,43.4,43.8,44.1,0,5,43,0.9,1,1.0,1.5,0.7,0,11.2,2144,D,1
2572.8,0.0,100.0,85,83.9,0,2172,56.3,10.2,105.7,56.3,89.4,105.7,4,47.3,46.1,46.5,46.9,0,5,45,0.9,1,1.1,2.0,0.2,8,0.7,2145,D,1
2764.8,0.0,71.9,70,69.8,0,2287,56.6,10.5,102.4,56.6,90.2,102.4,4,50.0,48.5,49.0,49.5,0,5,47,0.9,1,1.0,2.0,-0.3,8,-4.5,2146,D,1
2163.2,0.0,20.7,40,28.2,0,2377,41.4,11.3,5.6,41.0,69.0,4.8,4,51.9,50.5,51.2,51.6,0,5,49,0.5,1,1.0,2.5,0.0,4,1.1,2147,D,1
499.2,0.0,7.1,0,14.9,0,2007,8.6,12.5,-0.8,5.9,16.5,-19.3,4,51.4,50.1,50.2,51.1,1,5,49,-0.2,2,1.1,3.0,0.0,0,-0.9,2148,D,1
537.6,0.0,8.0,0,15.3,0,1656,12.1,12.5,-0.9,4.3,22.4,-17.0,5,49.9,48.4,48.6,49.6,0,5,47,-0.3,2,1.4,3.0,-0.1,0,-2.0,2149,D,1
460.8,0.0,7.1,0,15.3,0,1568,10.2,11.7,-9.1,4.7,22.0,-17.6,5,47.9,46.7,46.9,47.5,0,5,45,-0.7,2,5.3,3.0,0.0,0,0.1,2150,D,1
268.8,0.0,6.1,0,14.1,1,1474,4.7,12.1,-28.6,2.7,17.6,-28.6,5,45.4,44.1,44.3,45.1,0,5,43,-0.5,1,1.5,3.0,0.0,0,-0.9,2151,D,1
0.0,0.0,6.6,0,14.5,1,1422,0.0,11.7,-28.5,0.0,19.6,-28.5,5,43.9,42.5,42.7,43.6,0,5,42,-0.4,1,1.0,3.0,-0.1,0,1.6,2152,D,1
0.0,0.0,6.1,0,14.1,1,1367,0.0,11.7,-28.3,0.0,18.8,-28.3,5,42.5,41.6,41.7,42.3,0,5,40,-0.4,1,1.0,3.0,0.1,0,6.8,2153,D,1
0.0,0.0,6.1,0,14.1,1,1337,0.0,11.7,-28.3,0.0,17.6,-28.3,5,41.3,40.3,40.4,41.0,0,5,39,-0.4,1,1.0,3.0,0.7,16,24.8,2154,D,1
908.8,0.0,20.2,45,20.0,0,1588,15.2,10.9,99.7,16.8,43.1,105.6,5,40.4,40.0,40.0,40.1,1,5,39,-0.1,1,1.1,2.5,1.2,0,25.3,2155,D,1
3110.4,0.0,92.5,77,72.9,0,2421,58.2,10.9,115.5,58.6,89.4,115.7,4,42.9,42.2,42.6,42.4,1,5,41,0.9,1,1.0,1.0,1.3,4,28.9,2156,D,1
3264.0,0.0,100.0,77,83.9,0,2474,60.5,10.9,114.0,60.5,94.5,114.0,4,46.4,45.4,45.8,45.8,0,5,44,0.9,1,1.1,0.5,1.2,8,17.8,2157,D,1
3315.2,0.0,100.0,77,83.5,0,2512,60.5,10.9,114.3,60.5,94.1,114.3,4,49.9,48.8,49.1,49.3,0,5,48,0.9,1,1.1,0.5,0.7,4,9.9,2158,D,1
3238.4,0.0,83.1,77,74.1,0,2493,60.5,10.9,115.1,60.5,94.5,115.1,4,53.3,51.8,52.4,52.6,0,5,51,0.8,1,1.0,1.5,0.0,12,-3.4,2159,D,1
3302.4,0.0,59.2,77,55.3,0,2590,61.3,10.9,116.5,61.3,93.3,117.0,4,56.4,55.0,55.4,55.9,0,5,54,0.9,1,1.1,1.5,-0.2,0,0.1,2160,D,1
3468.8,0.0,49.3,76,47.8,0,2727,61.7,10.9,109.7,61.7,92.2,109.7,4,59.6,58.2,58.8,59.0,0,5,57,0.9,1,1.0,1.0,-0.1,0,0.4,2161,D,1
2252.8,0.0,17.9,36,25.5,0,2634,39.8,11.3,5.5,39.8,58.4,4.9,4,62.3,60.7,61.4,61.8,1,5,59,0.4,1,1.0,1.0,-0.1,0,-3.0,2162,D,1
588.8,0.0,8.5,0,15.7,0,2029,12.1,12.5,-1.7,5.5,21.2,-22.8,5,62.0,60.3,60.6,61.6,0,5,59,-0.3,1,1.0,1.0,-0.4,0,-3.7,2163,D,1
537.6,0.0,8.5,0,15.7,0,2000,11.3,12.5,-5.9,2.7,21.2,-22.9,5,60.9,59.8,60.0,60.8,0,5,58,-0.3,1,1.0,1.0,-0.4,0,-3.0,2164,D,1
435.2,0.0,7.5,0,14.9,1,1964,5.9,12.5,-29.5,2.0,18.4,-29.5,5,60.0,58.3,58.9,59.8,0,5,57,-0.4,1,1.0,0.5,-0.4,0,-3.4,2165,D,1
0.0,0.0,8.9,0,16.1,1,1912,0.0,12.5,-28.9,0.0,22.7,-28.9,5,58.5,57.1,57.3,58.3,0,5,55,-0.5,2,1.8,0.0,-0.4,0,-3.9,2166,D,1
0.0,0.0,8.5,0,15.7,1,1834,0.0,12.1,-28.7,0.0,23.5,-28.7,5,56.5,55.1,55.2,56.1,0,5,53,-0.7,1,3.4,-0.5,-0.5,0,-5.6,2167,D,1
0.0,0.0,8.0,0,15.7,1,1778,0.0,11.7,-28.6,0.0,23.1,-28.6,5,54.6,53.5,53.8,54.4,0,5,52,-0.5,1,1.0,-0.5,0.0,8,2.1,2168,D,1
0.0,0.0,7.5,0,15.3,0,1718,0.0,11.7,-1.5,0.0,23.9,-1.4,5,53.0,51.9,52.0,52.6,0,5,50,-0.5,1,1.0,-0.5,-0.1,0,-2.3,2169,D,1
448.0,0.0,7.1,12,14.9,0,1706,14.8,12.1,10.9,14.8,20.4,10.9,5,51.9,50.2,50.3,51.6,0,5,49,-0.3,1,1.0,-0.5,-0.5,4,-7.5,2170,D,1
