vehicle_speed_mean,vehicle_speed_std,vehicle_speed_max,vehicle_speed_min,vehicle_speed_range,vehicle_speed_skew,acceleration_speed_longitudinal_mean,acceleration_speed_longitudinal_std,acceleration_speed_longitudinal_max,acceleration_speed_longitudinal_min,acceleration_speed_longitudinal_range,acceleration_speed_longitudinal_skew,acceleration_speed_lateral_mean,acceleration_speed_lateral_std,acceleration_speed_lateral_max,acceleration_speed_lateral_min,acceleration_speed_lateral_range,acceleration_speed_lateral_skew,engine_speed_mean,engine_speed_std,engine_speed_max,engine_speed_min,engine_speed_range,engine_speed_skew,throttle_position_signal_mean,throttle_position_signal_std,throttle_position_signal_max,throttle_position_signal_min,throttle_position_signal_range,throttle_position_signal_skew,accelerator_pedal_value_mean,accelerator_pedal_value_std,accelerator_pedal_value_max,accelerator_pedal_value_min,accelerator_pedal_value_range,accelerator_pedal_value_skew,master_cylinder_pressure_mean,master_cylinder_pressure_std,master_cylinder_pressure_max,master_cylinder_pressure_min,master_cylinder_pressure_range,master_cylinder_pressure_skew,steering_wheel_speed_mean,steering_wheel_speed_std,steering_wheel_speed_max,steering_wheel_speed_min,steering_wheel_speed_range,steering_wheel_speed_skew,steering_wheel_angle_mean,steering_wheel_angle_std,steering_wheel_angle_max,steering_wheel_angle_min,steering_wheel_angle_range,steering_wheel_angle_skew,fuel_consumption_mean,fuel_consumption_std,fuel_consumption_max,fuel_consumption_min,fuel_consumption_range,fuel_consumption_skew,indication_of_brake_switch_on_off_mean,indication_of_brake_switch_on_off_std,indication_of_brake_switch_on_off_max,indication_of_brake_switch_on_off_min,indication_of_brake_switch_on_off_range,indication_of_brake_switch_on_off_skew,driver_id,window_id,window_start,speed_risk,accel_risk,lateral_risk,brake_risk,steering_risk,throttle_risk,risk_score,iso_anomaly,iso_score,iso_label,svm_anomaly,svm_score,svm_label,ensemble_risky,consensus_risky
36.3,19.792283414467892,66,0,66,-0.5310066088708844,-0.030000000000000006,0.3788822035117657,0.8,-1.0,1.8,-0.2782607428131421,0.08666666666666668,0.5905773524233742,1.8,-1.5,3.3,-0.455865947066803,1683.1333333333334,586.0917742266068,2366,668,1698,-0.6342818285788437,15.566666666666665,16.159321711040956,86.4,5.2,81.2,3.1078714224877624,2.693333333333333,7.413870194734178,31.2,0.0,31.2,2.7012431001673547,6.196666666666666,12.141819534534163,51.1,0.9,50.2,2.593710955046572,4.0,7.046642634176441,28,0,28,2.270911058812528,-0.006666666666666199,13.632135798794758,25.0,-29.9,54.9,-0.326791787145034,968.9600000000002,761.2328990661725,2828.8,89.6,2739.2000000000003,0.9257043417039834,1.2333333333333334,0.43018306715207627,2,1,1,1.2609766499825608,B,137,685,0.37135305419145026,-0.16974477801575,1.6119069389081269,2.0158730158730163,0.44094023968623,0.7255813953488371,0.1746230879570681,1,0.017878006592077,Normal,1,14.369397402007323,Normal,0,0
37.7,20.604904002822174,66,0,66,-0.603669582636733,0.13,0.39229650995661175,1.0,-0.5,1.5,0.3221347019255419,0.03333333333333333,0.3487251000462956,0.9,-1.2,2.1,-1.1328283893571716,1893.5333333333333,696.1457800823308,3217,667,2550,-0.45044041065784135,20.873333333333335,19.766881625471488,70.9,5.7,65.2,1.549080742416092,3.3466666666666667,8.591364282224626,30.5,0.0,30.5,2.4635979620833095,6.916666666666666,13.335513471187747,37.5,0.9,36.6,1.7979579665833512,3.2,4.5059347838003685,20,0,20,1.8725234322362572,-0.29000000000000015,8.918649580784503,20.9,-19.1,40.0,-0.10518238387778926,1279.1466666666668,996.519159714534,3430.4,179.2,3251.2000000000003,0.6912397416571919,1.1666666666666667,0.3790490217894517,2,1,1,1.788854381999831,B,138,690,0.42803642641103157,-0.1253015213850964,0.538459922836439,1.2962962962962965,0.1417411637717047,0.6930232558139535,0.13994055485049894,1,0.0353849973094531,Normal,1,24.530974434253665,Normal,0,0
38.7,21.084640593700364,66,0,66,-0.674903462283628,0.09666666666666668,0.267147554905438,0.6,-0.4,1.0,-0.11828672336140333,0.013333333333333329,0.26875618143118357,0.7,-0.7,1.4,0.029164300647852623,1830.7,664.8942954620162,2728,667,2061,-0.6215925902957522,15.210000000000003,9.229501051257996,36.2,5.2,31.000000000000004,1.0596814934634453,3.3333333333333335,7.7389000970838016,24.6,0.0,24.6,1.9502628365263655,6.453333333333332,12.248060601815583,33.4,0.9,32.5,1.7887188453157397,1.3333333333333333,2.844636008875038,12,0,12,2.3619868688129446,-0.9966666666666667,8.222026066832807,17.5,-12.6,30.1,0.40543294809486075,1146.4533333333336,738.0777548672531,2470.4,281.6,2188.8,0.4822703437628372,1.1666666666666667,0.3790490217894517,2,1,1,1.788854381999831,B,139,695,0.46149987557514005,-0.5399354906675303,0.18352257483923118,1.0793650793650793,-0.05389685820788557,0.4186046511627908,0.11555073511129886,1,0.07240386738705856,Normal,1,27.65456605724765,Normal,0,0
39.06666666666667,21.663465722880925,65,0,65,-0.7415379779347072,0.07333333333333332,0.3685323485856065,0.8,-0.5,1.3,0.37534255386996784,-0.06666666666666667,0.2022857885020227,0.2,-0.5,0.7,-0.3380254870959029,1746.1666666666667,750.7799201535341,3060,667,2393,-0.02373070248259508,17.496666666666666,15.900108074526072,58.7,6.1,52.6,1.7461466012818823,1.98,6.875162693999722,30.1,0.0,30.1,3.4442546691357054,6.616666666666666,12.194291579523458,33.4,0.9,32.5,1.7814516545840575,2.4,3.577708763999663,16,0,16,2.0468647176630395,-2.0666666666666664,5.626742386590795,8.0,-12.8,20.8,-0.7521891006473794,1184.0,902.594843235038,3379.2,281.6,3097.6,0.7983637684886465,1.2666666666666666,0.44977644510880366,2,1,1,1.0552897060221729,B,140,700,0.5018751266056798,-0.20403512768567714,-0.11150235978768634,1.0793650793650793,0.0324313242625772,0.6744186046511629,0.12280708080919125,1,0.056717527773789855,Normal,1,24.55955843027931,Normal,0,0
40.166666666666664,26.224604573901036,69,0,69,-0.5544550319407364,0.060000000000000005,0.6871229373514487,1.0,-1.4,2.4,-0.5220608118827009,-0.04000000000000001,0.2594423728452741,0.3,-0.7,1.0,-0.9958237189201178,1886.9666666666667,904.4314458431246,3337,668,2669,-0.01691194958605315,32.97,36.28546921099504,100.0,7.1,92.9,1.0168057252686484,2.3866666666666663,7.384267214751278,30.5,0.0,30.5,3.1729651278262994,7.603333333333333,11.261208464989627,32.9,0.9,32.0,1.4667649518543637,1.8666666666666667,2.515240899319426,8,0,8,0.9730026977426532,-3.056666666666666,5.591353135427727,3.7,-12.2,15.899999999999999,-0.7214415045872434,1591.0399999999997,1355.2132295897839,4172.8,358.4,3814.4,0.724666381877123,1.3333333333333333,0.4794633014853841,2,1,1,0.7071067811865483,B,141,705,0.820031883821446,0.8514949032442123,0.14218378251233812,1.052910052910053,-0.09268711596035205,0.6930232558139535,0.1484190243219083,1,0.015234636570314541,Normal,1,12.823021536884184,Normal,0,0
39.46666666666667,29.316034606635856,70,0,70,-0.5147912858679287,-0.043333333333333335,0.2635085987386283,0.8,-0.5,1.3,0.7575577190268359,-0.02666666666666666,0.2958719822576269,0.7,-0.6,1.2999999999999998,0.18370079387663535,1588.2,690.6920267833334,2463,665,1798,-0.3836106992718833,13.440000000000001,14.904375659285545,68.6,6.6,61.99999999999999,3.2145407283185525,1.7333333333333332,6.924485955442934,34.8,0.0,34.8,4.137529312637799,6.953333333333332,10.902601187041476,30.3,0.9,29.400000000000002,1.581008029997536,1.7333333333333334,2.5042492623171704,8,0,8,1.1122811287277041,-2.4266666666666676,6.994871684674242,8.4,-12.4,20.8,-0.23898856317291073,868.6933333333334,676.1747412050219,2969.6,102.4,2867.2,1.6137891423188322,1.3333333333333333,0.47946330148538413,2,1,1,0.707106781186548,B,142,710,1.0356708692810457,-0.5519918025949622,0.3038744640585951,0.9153439153439155,-0.0939815141468165,0.8930232558139533,0.13188000695562985,1,0.0584415755546161,Normal,1,19.5805614870942,Normal,0,0
37.5,28.40076492413298,69,0,69,-0.42459365768564394,-0.05999999999999999,0.20103182112155352,0.3,-0.5,0.8,-0.8226232008631407,0.17,0.5038814857921831,1.3,-0.7,2.0,0.557740075990572,1476.6666666666667,595.0974034057198,2207,661,1546,-0.559423190163597,10.573333333333332,5.483261886827971,29.1,5.7,23.400000000000002,1.7475618673496152,1.2133333333333334,4.952445117684613,25.8,0.0,25.8,4.435945625169629,6.669999999999999,10.76841325999012,30.1,1.0,29.1,1.6936774789336746,2.6666666666666665,4.497764451088036,16,0,16,1.5733410162512398,1.2399999999999995,11.705424619262702,27.9,-14.1,42.0,0.6641777569907142,730.4533333333334,509.3995571077866,1894.4,0.0,1894.4,0.6782584255874547,1.3333333333333333,0.4794633014853841,2,1,1,0.7071067811865479,B,143,715,0.9718273329024301,-0.7589850953535875,1.2271124272742087,0.9047619047619049,0.1407790082853578,0.47441860465116287,0.13972904161699556,1,0.06080365665662363,Normal,1,17.180391599513896,Normal,0,0
36.56666666666667,27.974968285499674,70,0,70,-0.37766254161534973,-0.10666666666666665,0.521888700866338,0.6,-2.3,2.9,-2.564069712444077,-0.09000000000000001,0.45663688131743185,0.7,-1.4,2.0999999999999996,-1.139810729268329,1487.5333333333333,626.8831345377032,2496,662,1834,-0.33016897030340275,12.283333333333333,8.976677956039017,42.7,5.7,37.0,1.882735890095451,0.69,2.6261746140438333,10.5,0.0,10.5,3.475748889373898,7.7266666666666675,11.13174811482698,30.1,1.0,29.1,1.3898579617928521,2.933333333333333,6.720700565562641,32,0,32,3.135664221133965,-5.786666666666665,9.431741468384129,9.5,-32.2,41.7,-1.027283583796111,782.5066666666668,615.564260873199,2099.2,0.0,2099.2,0.7897637270963492,1.4,0.49827287912243984,2,1,1,0.4082482904638634,B,144,720,0.9421264002613096,0.3040534379346602,1.0174200254030104,0.9047619047619049,0.402556619264668,-0.23720930232558138,0.14613535021830015,1,0.05354436853490524,Normal,1,16.811658381843557,Normal,0,0
34.93333333333333,25.571985389906846,59,0,59,-0.6025787344091789,-0.11333333333333334,0.5309284862119045,0.9,-1.5,2.4,-1.044930469646808,-0.003333333333333319,0.25526636977915806,0.4,-0.7,1.1,-0.9996657548509694,1408.8333333333333,627.9787544909095,2410,662,1748,0.06954560654241786,13.766666666666667,12.90908082770001,58.7,5.2,53.5,2.1797350976799166,0.0,0.0,0.0,0.0,0.0,,8.066666666666668,10.56485172418539,30.0,1.0,29.0,1.406808703379102,1.8666666666666667,2.9211869733608857,8,0,8,1.1974147668658173,-3.6433333333333326,6.154431166932143,6.2,-12.6,18.8,-0.19100419451628345,862.2933333333334,733.6616447106529,2956.8,89.6,2867.2000000000003,1.1023669992872929,1.5,0.5085476277156078,2,1,1,0.0,B,145,725,0.7745092172115592,0.3340033650256276,0.12364883819666826,0.8994708994708995,-0.044882056356054766,-0.7255813953488371,0.11232883957490594,1,0.0742110507077971,Normal,1,27.518405214248986,Normal,0,0
33.56666666666667,24.77719103131545,59,0,59,-0.5526041989869787,-0.11333333333333333,0.29329675843034325,0.4,-1.0,1.4,-1.0177410556193898,-0.003333333333333326,0.19384197853839133,0.2,-0.6,0.8,-1.4547020419962378,1458.5666666666666,750.1149651350386,2823,662,2161,0.1992625006622592,10.01666666666667,7.5781029075990345,44.2,4.7,39.5,3.277669964620702,0.0,0.0,0.0,0.0,0.0,,7.179999999999999,10.525908921356372,30.1,1.0,29.1,1.6320245808843183,2.4,2.895894835202363,8,0,8,0.7541980482736804,-4.583333333333332,5.275518169243945,3.3,-12.8,16.1,-0.4285752275479651,745.8133333333335,612.6589892080841,2918.4,243.2,2675.2000000000003,1.7984114583063822,1.5,0.5085476277156078,2,1,1,0.0,B,146,730,0.7190692922186446,-0.45329994467617785,-0.14897971433224758,0.9047619047619049,-0.047860511499495356,-0.7255813953488371,0.09325260040942038,1,0.0684057729694339,Normal,1,16.134988915889693,Normal,0,0
32.0,24.30410778392027,58,0,58,-0.42341207597392644,-0.05333333333333332,0.2991174758649452,0.6,-0.6,1.2,0.002224944147174953,0.10000000000000003,0.10504514628777806,0.3,-0.1,0.4,0.18154609435347166,1423.1,727.7303569412184,2657,664,1993,0.21183212439886825,10.409999999999998,6.3050253629613735,27.7,4.7,23.0,1.4717687192664968,0.0,0.0,0.0,0.0,0.0,,6.89,10.430206464713521,29.5,1.0,28.5,1.6831766287901766,1.3333333333333333,2.425913739452491,8,0,8,1.6071738588279747,-3.036666666666667,5.874168075116054,4.0,-13.9,17.9,-0.8114524777756161,788.9066666666669,657.6800600089175,2585.6,230.4,2355.2,1.2512441814942805,1.5,0.5085476277156078,2,1,1,0.0,B,147,735,0.6860699390306372,-0.4340151877799369,-0.5430992384598335,0.8730158730158731,-0.10320646932965032,-0.7255813953488371,0.08477027662194613,1,0.0823658438943976,Normal,1,24.476513491653478,Normal,0,0
31.5,24.963076180907535,58,0,58,-0.28459353188423514,-0.04666666666666666,0.238867057721168,0.5,-0.4,0.9,0.6914584819092998,0.09666666666666669,0.10661996103898193,0.3,-0.2,0.5,-0.4543695210608377,1431.2666666666667,755.8203551078803,2719,663,2056,0.2736629399201807,12.966666666666669,15.527002804532305,73.7,4.7,69.0,3.0054087820840913,0.0,0.0,0.0,0.0,0.0,,6.4799999999999995,10.213088289728681,29.5,1.0,28.5,1.6985658371099641,1.2,1.864366398797596,4,0,4,0.8728715609439694,-2.953333333333333,6.052456516577171,3.1,-15.6,18.7,-1.1541625746678401,745.8133333333334,609.8399358867035,2483.2,230.4,2252.7999999999997,1.465604712306775,1.4,0.49827287912243984,2,1,1,0.4082482904638634,B,148,740,0.7320354873599213,-0.6336322761980189,-0.5361095156892977,0.8730158730158731,-0.1693354598711383,-0.7255813953488371,0.08112334732318495,1,0.06959573086753079,Normal,1,18.84807262013277,Normal,0,0
31.033333333333335,24.31330462132195,58,0,58,-0.16737400678444161,0.09999999999999999,0.3750861969899903,1.0,-0.4,1.4,1.0886399813325944,0.08,0.1126483695950092,0.3,-0.2,0.5,-0.18843003091685617,1579.2666666666667,654.5374746698056,2633,663,1970,-0.07421254777913697,10.25,3.4700442211233744,18.3,6.1,12.200000000000001,0.7317815321121374,1.9533333333333331,4.623383843130434,15.2,0.0,15.2,2.1136373158358395,2.0100000000000002,1.9171368738573282,5.9,0.9,5.0,1.5099070593996886,2.533333333333333,3.5596719466568953,16,0,16,1.9777246384339873,-2.1766666666666667,6.36226392873249,4.8,-25.0,29.8,-1.936209421531385,813.2266666666667,464.32653116123987,1868.8,307.2,1561.6,0.7921883501381064,1.1666666666666667,0.3790490217894517,2,1,1,1.788854381999831,B,149,745,0.6867114533672826,-0.1823214171966537,-0.509352778414678,-0.3756613756613757,0.030307270888791482,-0.018604651162790715,0.08267757169301673,1,0.0864894415483658,Normal,1,24.76270237105949,Normal,0,0
33.06666666666667,22.63188677177788,59,0,59,-0.22159212359722322,0.05999999999999999,0.23722534027579248,0.9,-0.3,1.2,1.6859824142318698,0.11666666666666668,0.23792686986193645,0.8,-0.4,1.2000000000000002,1.298793938662848,1701.5666666666666,595.6709739406498,2608,662,1946,-0.40764658738200793,10.856666666666667,3.3296663738157823,18.3,6.6,11.700000000000001,0.4644500988703683,2.006666666666667,4.0962500372677555,15.6,0.0,15.6,2.142721098223119,1.9000000000000001,1.857696014626349,6.0,1.0,5.0,1.7814217848291873,6.533333333333333,13.795884777048885,48,0,48,2.1627460727484267,11.030000000000001,28.851010261400695,102.2,-3.8,106.0,2.455653158124361,871.6800000000001,414.7857929931611,1600.0,345.6,1254.4,0.31681433051722685,1.1666666666666667,0.3790490217894517,2,1,1,1.788854381999831,B,150,750,0.5694261726492871,-0.6390714891785662,0.04668848631498836,-0.3703703703703704,1.2357451252506606,0.0,0.10343819230606074,1,0.07555260702913852,Normal,1,21.546221082811556,Normal,0,0
33.166666666666664,22.05179378634315,59,0,59,-0.25121153424192,0.06666666666666667,0.32091822283430155,1.1,-0.5,1.6,1.2370756753085375,0.10333333333333332,0.2797576948291002,0.9,-0.2,1.1,1.9066665722701386,1673.9333333333334,539.0543401264806,2474,666,1808,-0.7741702374333259,10.856666666666667,3.476391642288698,18.3,7.1,11.200000000000001,0.49295470385205087,2.7266666666666666,5.572588907001554,18.0,0.0,18.0,1.8091441671766104,3.236666666666666,6.208863704877659,27.6,1.0,26.6,3.1649395603521224,7.733333333333333,17.886487547352864,88,0,88,3.4220250381683552,15.346666666666666,38.69420996812664,133.2,-4.5,137.7,2.2164292299240604,818.7733333333334,432.6544077040556,1638.4,0.0,1638.4,0.21417547628773967,1.1666666666666667,0.3790490217894517,2,1,1,1.788854381999831,B,151,755,0.5289624838299369,-0.3617866162706501,0.23235214584051214,0.7724867724867727,1.717463071935159,0.1116279069767442,0.14043500626734512,1,0.05431054022099163,Normal,1,19.8674855715915,Normal,0,0
36.0,19.098654944515207,58,0,58,-0.20854861809444575,0.29666666666666663,0.5352945262984271,2.4,-0.4,2.8,2.3071753222776987,-0.05333333333333334,0.12242755305537409,0.2,-0.4,0.6000000000000001,-0.7244206071322017,1871.3333333333333,376.16562138590456,2479,727,1752,-0.6026365004540826,12.603333333333333,3.5350933590884503,21.6,6.6,15.000000000000002,0.30404515371811724,2.5866666666666664,4.604250909407698,12.9,0.0,12.9,1.2927395400048243,1.0766666666666669,0.09352607356658145,1.2,0.9,0.29999999999999993,-0.29419162298812174,4.4,5.787024725401975,24,0,24,1.76924199967563,1.1333333333333335,6.874607616806756,20.0,-8.2,28.2,0.9545534893206324,1050.4533333333334,390.01354152735854,1676.8,371.2,1305.6,-0.10483666583615789,1.0,0.0,1,1,0,,B,152,760,0.3229698341403168,0.34846859592093044,-0.4659484470430625,-0.6243386243386244,0.2926049974997179,-0.12558139534883717,0.08468443708085682,1,0.032240347394056346,Normal,1,3.609722260144899,Normal,0,0
40.166666666666664,14.79301637034629,58,19,39,-0.11525571653053215,0.31666666666666665,0.45416337128404793,1.4,-0.3,1.7,0.9928061123279006,0.013333333333333334,0.247377044809842,0.5,-0.5,1.0,-0.19706045053374888,1944.4333333333334,276.87799919239086,2834,1492,1342,1.5488568379254863,22.866666666666664,25.06792611167166,100.0,7.1,92.9,2.0328331213526725,6.763333333333333,13.679949670539937,50.0,0.0,50.0,2.199714500391605,1.0700000000000003,0.0915385729888094,1.2,0.9,0.29999999999999993,-0.471879286694111,2.2666666666666666,4.0252079263778064,20,0,20,3.0155801848156245,1.5266666666666668,5.151292662230911,13.4,-8.2,21.6,0.39500453403114666,1300.053333333333,774.1596359182371,3571.2,486.4,3084.7999999999997,1.6878772364109749,1.0,0.0,1,1,0,,B,153,765,0.02263519157745699,0.07967104325798484,0.08863253272960854,-0.6243386243386244,0.08512976254868167,1.5999999999999999,0.1104532126974709,-1,-0.0027508714161185166,Risky,1,7.430443873009622,Normal,1,0
42.13333333333333,13.66781604362229,57,21,36,-0.3619356358313159,-0.13333333333333333,0.5560534167675356,1.0,-2.1,3.1,-1.4651190922425321,-0.24666666666666667,0.46441162875141295,0.4,-1.6,2.0,-1.1720569709135327,1834.1333333333334,256.7508833323734,2489,1113,1376,-0.6205677053036859,12.033333333333331,5.369411021019315,34.3,6.6,27.699999999999996,2.448499008977289,1.1833333333333333,4.510224654801755,18.7,0.0,18.7,3.492755067232171,2.4366666666666665,4.144999757358948,19.7,0.9,18.8,3.2743995872598366,4.0,4.068381021724862,16,0,16,1.0,-1.68,6.147856368770702,9.5,-16.2,25.7,-0.9279839082537048,888.3200000000002,423.08291711982497,1971.2,0.0,1971.2,0.5169761018977694,1.1666666666666667,0.3790490217894517,2,1,1,1.788854381999831,B,154,770,-0.05585180451312754,0.4172453679649813,1.0519277852096294,0.3544973544973545,0.0902139166478225,0.1441860465116279,0.12331551383136108,1,0.05228626532478148,Normal,1,18.731331760178193,Normal,0,0
39.56666666666667,15.860780807264565,56,14,42,-0.3343775381115936,-0.0033333333333333244,0.4745112427964483,1.1,-1.1,2.2,-0.00843713084455547,-0.1466666666666667,0.518441519552015,0.5,-1.3,1.8,-0.7836836075250325,1737.7,313.26733653212403,2058,941,1117,-1.5270631970474156,11.633333333333335,4.595600094643251,21.6,6.1,15.500000000000002,0.671777200856726,2.1899999999999995,5.485865851251836,20.7,0.0,20.7,2.4494003595453027,1.726666666666667,1.735220016524454,8.2,0.9,7.299999999999999,2.7354555516983683,4.266666666666667,3.4733798836424383,12,0,12,0.5151829584252186,0.20333333333333325,9.013227189404253,13.8,-19.3,33.1,-0.9715581210282938,918.6133333333332,463.3149250953307,1766.4,0.0,1766.4,0.1309247301943544,1.1,0.3051285766293647,2,1,1,2.6666666666666647,B,155,775,0.09711581622326411,0.14708605865452287,1.2917362818787395,-0.253968253968254,0.02014533687939253,0.23720930232558138,0.11538217234351808,1,0.07036179051508706,Normal,1,22.019758745450403,Normal,0,0
40.166666666666664,14.35770448786712,58,20,38,-0.03884606113331147,0.1366666666666667,0.4597475569178742,1.1,-0.8,1.9000000000000001,0.35992562906432735,-0.013333333333333327,0.36552591618420005,0.5,-1.4,1.9,-1.860659205229837,1786.1333333333334,318.48355485431847,2231,929,1302,-1.5803234324707314,15.979999999999999,11.659638605625524,57.3,6.1,51.199999999999996,2.4746766919395524,1.73,4.6067529143414125,17.6,0.0,17.6,2.4041405767328388,1.4100000000000001,1.0800223497048889,6.4,0.9,5.5,3.7311997203254372,3.466666666666667,4.166643678097503,12,0,12,0.8271960678633277,2.8133333333333335,5.977817231278881,15.6,-10.5,26.1,0.09555126404175472,1145.1733333333334,566.6874677994208,2432.0,268.8,2163.2,0.08474646305315553,1.1,0.3051285766293647,2,1,1,2.666666666666665,B,156,780,-0.007729465459039168,0.0981721410387579,0.6130293584052426,-0.3492063492063492,0.10178553279379099,0.09302325581395357,0.09841070621382056,1,0.05758614324569056,Normal,1,19.325005571232552,Normal,0,0
42.733333333333334,12.865171731390177,58,23,35,-0.01722092981255507,0.08,0.4278252946690047,1.1,-0.7,1.8,0.927439597150656,0.06333333333333332,0.19910720268468324,0.7,-0.5,1.2,0.3863077797257375,1819.6,250.76140603892915,2142,1098,1044,-0.9162897780718142,13.533333333333335,8.375717502289636,43.7,5.2,38.5,1.9557101160428751,2.8899999999999997,7.054876034493375,26.6,0.0,26.6,2.2626383159539523,1.2000000000000002,0.5071896877011054,3.6,0.9,2.7,3.94028017430463,4.8,4.25400419888579,12,0,12,0.29390731407066106,3.986666666666667,4.379161731571965,13.1,-3.3,16.4,0.5787659483804652,1054.72,552.2762567086675,2176.0,76.8,2099.2,0.41186391208000933,1.1,0.30512857662936466,2,1,1,2.6666666666666656,B,157,785,-0.11183929358514617,-0.007590262645006824,-0.12561032623172433,-0.49735449735449744,0.11207329062765531,0.5116279069767443,0.08696612619431279,1,0.06438427718339684,Normal,1,23.37310899083255,Normal,0,0
41.833333333333336,14.357704487867117,57,21,36,-0.13235889484848176,0.02666666666666667,0.3050532269364935,0.8,-0.6,1.4,0.09085467141987703,0.1166666666666667,0.14162440207947152,0.4,-0.2,0.6000000000000001,0.2194961139480207,1731.8,296.260300271976,2183,1026,1157,-0.30393943944359053,13.270000000000001,9.840807017649553,59.2,5.7,53.5,3.5173978204888265,2.5366666666666666,5.032273999813146,18.4,0.0,18.4,1.961722933929052,1.0933333333333335,0.08276819867946672,1.3,1.0,0.30000000000000004,0.4937384326349596,4.0,4.201805851511121,12,0,12,0.544638283060418,4.096666666666667,5.4792073006666,14.4,-5.4,19.8,0.30960967701321535,971.9466666666666,522.4741958540473,2176.0,0.0,2176.0,0.25717945016186,1.0333333333333334,0.18257418583505536,2,1,1,5.19946946895745,B,158,790,-0.007729465459039292,-0.4143493102145816,-0.3807443602489174,-0.6190476190476191,0.10592630395366427,0.13023255813953483,0.06867895562811398,1,0.06122957334455886,Normal,1,16.476013881762768,Normal,0,0
39.96666666666667,14.58502617432506,57,17,40,-0.13865916214741653,-0.25999999999999995,0.5968884837798142,0.9,-1.4,2.3,-0.17906795301380207,0.07666666666666666,0.15013403972802927,0.4,-0.3,0.7,-0.3405830630900363,1701.6,365.47178767479016,2309,981,1328,-0.4391176930363664,11.966666666666669,9.117596981257927,50.7,5.7,45.0,2.918712343418504,3.2800000000000002,7.019696427270517,25.4,0.0,25.4,1.89381412272476,2.9899999999999998,3.6209495801611165,13.3,0.9,12.4,1.7538713655524658,3.2,3.2206231994915906,12,0,12,0.7740630423419917,2.996666666666667,5.580105259996776,14.5,-5.3,19.8,0.5321738229202709,728.32,634.212507842165,2406.4,0.0,2406.4,0.7839932159217528,1.3333333333333333,0.4794633014853841,2,1,1,0.7071067811865479,B,159,795,0.008127085496891992,0.5525369963632517,-0.3429748333914477,0.01587301587301591,-0.009619819440315501,0.45581395348837206,0.1006504070068528,1,0.0895567268859096,Normal,1,36.25755366578646,Normal,0,0
34.56666666666667,16.84551169801072,57,4,53,-0.2848495656626631,-0.15333333333333335,0.48829988901206545,0.7,-1.4,2.0999999999999996,-0.7781177939245946,-0.006666666666666665,0.2099808420380024,0.4,-0.4,0.8,-0.4788866866462333,1617.8,478.97731571079356,2855,774,2081,0.1177710179556353,12.47,13.000879280608888,76.1,5.7,70.39999999999999,4.1693222559219185,2.46,4.7761331928519395,16.0,0.0,16.0,1.5957137673692203,2.253333333333333,2.7465003855481416,11.8,0.9,10.9,2.266024781089699,4.4,5.787024725401974,20,0,20,1.4217867758587348,1.2433333333333336,6.79592592627394,17.7,-8.9,26.6,0.5654464227960478,799.1466666666668,702.322230659233,3532.8,0.0,3532.8,2.061331897960908,1.2333333333333334,0.43018306715207627,2,1,1,1.260976649982561,B,160,800,0.16580453567759953,0.1927695492523849,-0.07734831666622491,-0.06349206349206346,0.2926049974997178,0.018604651162790715,0.0980656876864283,1,0.07684193386263016,Normal,1,26.134884804122976,Normal,0,0
30.833333333333332,18.162263517853553,58,4,54,0.18869956904202875,-0.35666666666666663,0.8771754565702323,1.0,-2.9,3.9,-1.4063703287414846,-0.02999999999999998,0.32710854467592254,0.4,-0.7,1.1,-0.7023545759621236,1483.1,426.2326020314293,2338,781,1557,0.007187239467239814,9.840000000000002,4.452554477972206,24.9,5.7,19.2,1.753498033121892,1.6066666666666667,3.729743758724871,14.1,0.0,14.1,2.1570215491416653,4.916666666666666,7.908663226044495,31.3,0.9,30.400000000000002,2.4277026536436854,5.2,5.473446874653592,20,0,20,0.9215204774467628,0.1366666666666667,9.5482615616967,17.6,-31.6,49.2,-1.0803253257182308,695.4666666666667,493.9074584082167,2393.6,51.2,2342.4,1.6118730100317389,1.2666666666666666,0.44977644510880355,2,1,1,1.0552897060221738,B,161,805,0.2576529758901703,1.481162409325968,0.4425161115549256,0.9682539682539684,0.255677413260825,-0.06976744186046512,0.14616596571491253,1,0.07080383987635192,Normal,1,26.365977726908255,Normal,0,0
28.133333333333333,18.685663568321726,57,0,57,0.16654971393239193,0.29,0.6969638589551507,2.3,-0.6,2.9,1.4525519309757782,0.030000000000000016,0.36779867056443466,0.9,-0.7,1.6,-0.1669788860830469,1653.9666666666667,639.9304101893092,3730,707,3023,1.2748686211482274,19.586666666666666,25.985682176170002,100.0,5.7,94.3,2.461407638236195,6.616666666666666,16.991419403137968,59.4,0.0,59.4,2.4502509255404954,1.7366666666666668,2.1459638672494536,10.0,0.9,9.1,3.115225908550787,7.6,10.984628758657127,44,0,44,1.9553929787125939,0.9633333333333334,11.999898945934657,43.4,-35.0,78.4,0.6173400663427431,1077.3333333333335,1067.8505246468278,4928.0,192.0,4736.0,2.37870555603709,1.0666666666666667,0.2537081317024625,2,1,1,3.474396144861517,B,162,810,0.2941621171863794,0.88409909386068,0.6231168452231157,-0.15873015873015875,0.9046857306266549,2.0372093023255813,0.16757284859426586,-1,-0.0038102415603226136,Risky,1,2.60673233921559,Normal,1,0
